return_id,order_id,return_reason,return_date
R03139,O052279,Quality Issue,27-02-2025
R03140,O052282,Wrong Item,03-03-2026
R03141,O052289,Changed Mind,08-01-2026
R03142,O052337,Wrong Item,22-08-2026
R03143,O052343,Size/Fit Issue,18-06-2025
R03144,O052362,Damaged,06-09-2026
R03145,O052403,Damaged,23-06-2025
R03146,O052411,Changed Mind,23-07-2025
R03147,O052413,Changed Mind,29-03-2025
R03148,O052418,Late Delivery,08-07-2025
R03149,O052461,Wrong Item,25-03-2025
R03150,O052480,Changed Mind,10-04-2025
R03151,O052481,Wrong Item,22-07-2026
R03152,O052482,Size/Fit Issue,02-12-2025
R03153,O052516,Size/Fit Issue,18-02-2025
R03154,O052532,Late Delivery,01-05-2026
R03155,O052556,Damaged,23-06-2026
R03156,O052565,Quality Issue,23-03-2025
R03157,O052604,Wrong Item,16-08-2025
R03158,O052616,Wrong Item,08-03-2025
R03159,O052619,Size/Fit Issue,11-01-2026
R03160,O052660,Late Delivery,09-12-2025
R03161,O052661,Late Delivery,31-08-2026
R03162,O052671,Late Delivery,11-08-2025
R03163,O052683,Damaged,13-06-2025
R03164,O052707,Damaged,24-11-2025
R03165,O052713,Quality Issue,30-08-2025
R03166,O052731,Damaged,01-07-2026
R03167,O052757,Late Delivery,13-08-2026
R03168,O052798,Size/Fit Issue,26-07-2026
R03169,O052814,Changed Mind,10-04-2025
R03170,O052823,Size/Fit Issue,19-02-2025
R03171,O052836,Size/Fit Issue,20-03-2025
R03172,O052852,Size/Fit Issue,04-07-2025
R03173,O052874,Quality Issue,22-03-2026
R03174,O052878,Late Delivery,27-09-2025
R03175,O052879,Changed Mind,24-07-2025
R03176,O052898,Changed Mind,13-03-2025
R03177,O052904,Damaged,21-04-2026
R03178,O052927,Damaged,03-01-2026
R03179,O052939,Size/Fit Issue,07-10-2025
R03180,O052969,Quality Issue,08-09-2026
R03181,O052971,Late Delivery,08-04-2025
R03182,O053028,Size/Fit Issue,25-04-2025
R03183,O053046,Size/Fit Issue,01-04-2025
R03184,O053059,Size/Fit Issue,25-04-2025
R03185,O053068,Quality Issue,31-05-2026
R03186,O053113,Size/Fit Issue,18-06-2025
R03187,O053127,Size/Fit Issue,22-02-2026
R03188,O053134,Wrong Item,13-07-2026
R03189,O053135,Late Delivery,22-08-2026
R03190,O053144,Size/Fit Issue,09-12-2025
R03191,O053151,Quality Issue,22-02-2026
R03192,O053186,Damaged,03-07-2026
R03193,O053194,Late Delivery,13-02-2025
R03194,O053237,Size/Fit Issue,10-10-2025
R03195,O053240,Wrong Item,11-05-2025
R03196,O053241,Changed Mind,25-04-2025
R03197,O053242,Late Delivery,16-03-2025
R03198,O053245,Wrong Item,27-04-2025
R03199,O053249,Wrong Item,13-06-2026
R03200,O053269,Quality Issue,23-02-2026
R03201,O053274,Wrong Item,30-11-2025
R03202,O053313,Late Delivery,04-04-2026
R03203,O053314,Size/Fit Issue,26-09-2025
R03204,O053319,Damaged,12-08-2025
R03205,O053323,Quality Issue,22-04-2025
R03206,O053324,Late Delivery,08-05-2026
R03207,O053332,Quality Issue,07-05-2026
R03208,O053347,Size/Fit Issue,27-01-2025
R03209,O053350,Quality Issue,12-05-2025
R03210,O053363,Damaged,07-01-2026
R03211,O053369,Late Delivery,12-02-2025
R03212,O053380,Quality Issue,26-06-2026
R03213,O053386,Late Delivery,27-02-2025
R03214,O053412,Size/Fit Issue,14-05-2026
R03215,O053415,Quality Issue,28-03-2025
R03216,O053447,Size/Fit Issue,29-07-2025
R03217,O053451,Size/Fit Issue,19-02-2026
R03218,O053481,Late Delivery,30-07-2026
R03219,O053500,Size/Fit Issue,10-06-2026
R03220,O053516,Quality Issue,19-08-2025
R03221,O053562,Late Delivery,02-02-2025
R03222,O053579,Damaged,19-04-2026
R03223,O053600,Size/Fit Issue,28-12-2025
R03224,O053603,Late Delivery,05-02-2025
R03225,O053607,Late Delivery,16-12-2025
R03226,O053613,Quality Issue,19-11-2025
R03227,O053630,Quality Issue,20-05-2026
R03228,O053639,Damaged,30-05-2025
R03229,O053642,Wrong Item,17-05-2026
R03230,O053694,Wrong Item,30-06-2026
R03231,O053695,Damaged,29-07-2025
R03232,O053706,Changed Mind,13-11-2025
R03233,O053707,Wrong Item,10-02-2026
R03234,O053717,Size/Fit Issue,17-06-2025
R03235,O053722,Quality Issue,12-06-2025
R03236,O053759,Damaged,03-05-2026
R03237,O053771,Late Delivery,16-02-2025
R03238,O053783,Size/Fit Issue,30-07-2026
R03239,O053795,Quality Issue,02-07-2025
R03240,O053809,Wrong Item,16-01-2026
R03241,O053819,Quality Issue,28-06-2025
R03242,O053834,Changed Mind,11-10-2025
R03243,O053841,Quality Issue,15-08-2025
R03244,O053864,Quality Issue,21-02-2026
R03245,O053865,Wrong Item,20-06-2025
R03246,O053871,Late Delivery,23-08-2026
R03247,O053899,Damaged,13-08-2026
R03248,O053914,Quality Issue,30-12-2025
R03249,O053921,Quality Issue,26-08-2025
R03250,O053930,Late Delivery,26-10-2025
R03251,O053960,Quality Issue,15-08-2025
R03252,O053965,Quality Issue,23-07-2026
R03253,O053969,Damaged,20-05-2026
R03254,O053976,Late Delivery,13-06-2026
R03255,O054041,Late Delivery,16-05-2025
R03256,O054044,Size/Fit Issue,05-04-2025
R03257,O054060,Size/Fit Issue,16-08-2025
R03258,O054094,Late Delivery,15-07-2026
R03259,O054104,Size/Fit Issue,15-06-2026
R03260,O054113,Wrong Item,12-09-2025
R03261,O054121,Size/Fit Issue,22-05-2025
R03262,O054162,Size/Fit Issue,01-11-2025
R03263,O054210,Wrong Item,10-09-2026
R03264,O054232,Late Delivery,19-09-2025
R03265,O054234,Quality Issue,18-04-2026
R03266,O054239,Quality Issue,20-04-2026
R03267,O054247,Changed Mind,04-04-2026
R03268,O054251,Quality Issue,27-05-2025
R03269,O054266,Late Delivery,26-05-2026
R03270,O054283,Wrong Item,11-03-2025
R03271,O054291,Damaged,16-05-2026
R03272,O054305,Size/Fit Issue,21-10-2025
R03273,O054308,Quality Issue,28-12-2025
R03274,O054320,Changed Mind,19-04-2025
R03275,O054327,Size/Fit Issue,02-05-2025
R03276,O054329,Quality Issue,16-10-2025
R03277,O054368,Size/Fit Issue,09-12-2025
R03278,O054374,Damaged,08-12-2025
R03279,O054403,Damaged,28-06-2026
R03280,O054431,Quality Issue,30-03-2025
R03281,O054440,Quality Issue,01-07-2025
R03282,O054470,Quality Issue,22-01-2026
R03283,O054480,Size/Fit Issue,15-06-2026
R03284,O054490,Changed Mind,14-12-2025
R03285,O054494,Quality Issue,05-12-2025
R03286,O054508,Damaged,28-02-2025
R03287,O054512,Quality Issue,29-12-2025
R03288,O054518,Damaged,13-04-2025
R03289,O054556,Size/Fit Issue,22-03-2025
R03290,O054557,Changed Mind,10-05-2025
R03291,O054574,Damaged,27-01-2026
R03292,O054578,Quality Issue,03-07-2025
R03293,O054595,Changed Mind,04-03-2025
R03294,O054658,Quality Issue,18-05-2026
R03295,O054676,Size/Fit Issue,10-10-2025
R03296,O054688,Late Delivery,27-06-2025
R03297,O054701,Changed Mind,23-10-2025
R03298,O054703,Wrong Item,21-08-2026
R03299,O054717,Late Delivery,21-02-2025
R03300,O054719,Changed Mind,20-01-2026
R03301,O054727,Quality Issue,07-12-2025
R03302,O054759,Quality Issue,01-09-2026
R03303,O054789,Wrong Item,14-02-2026
R03304,O054809,Changed Mind,11-08-2026
R03305,O054875,Late Delivery,04-06-2025
R03306,O054900,Wrong Item,05-11-2025
R03307,O054902,Quality Issue,29-04-2025
R03308,O054910,Quality Issue,22-03-2026
R03309,O054918,Changed Mind,08-04-2026
R03310,O054937,Size/Fit Issue,11-04-2025
R03311,O054977,Quality Issue,10-10-2025
R03312,O054985,Size/Fit Issue,21-09-2025
R03313,O054994,Size/Fit Issue,20-10-2025
R03314,O054999,Size/Fit Issue,08-06-2026
R03315,O055006,Late Delivery,31-01-2026
R03316,O055020,Quality Issue,24-05-2026
R03317,O055045,Quality Issue,25-12-2025
R03318,O055056,Damaged,25-12-2025
R03319,O055090,Wrong Item,08-02-2025
R03320,O055095,Quality Issue,18-03-2026
R03321,O055132,Changed Mind,07-06-2025
R03322,O055140,Changed Mind,25-03-2026
R03323,O055167,Late Delivery,01-04-2025
R03324,O055169,Late Delivery,15-03-2026
R03325,O055182,Size/Fit Issue,13-07-2025
R03326,O055232,Damaged,29-11-2025
R03327,O055250,Quality Issue,27-04-2026
R03328,O055278,Late Delivery,06-09-2025
R03329,O055332,Damaged,22-07-2025
R03330,O055343,Late Delivery,23-03-2025
R03331,O055365,Quality Issue,04-06-2026
R03332,O055378,Wrong Item,03-01-2026
R03333,O055390,Changed Mind,01-07-2026
R03334,O055400,Quality Issue,08-06-2025
R03335,O055412,Size/Fit Issue,25-02-2026
R03336,O055426,Quality Issue,03-08-2026
R03337,O055442,Late Delivery,06-06-2026
R03338,O055457,Late Delivery,01-04-2025
R03339,O055503,Quality Issue,19-05-2026
R03340,O055504,Wrong Item,31-08-2026
R03341,O055535,Size/Fit Issue,17-04-2025
R03342,O055576,Quality Issue,25-01-2026
R03343,O055579,Late Delivery,29-07-2026
R03344,O055584,Size/Fit Issue,01-07-2025
R03345,O055588,Changed Mind,13-12-2025
R03346,O055612,Size/Fit Issue,21-03-2026
R03347,O055618,Size/Fit Issue,09-03-2025
R03348,O055631,Damaged,20-05-2025
R03349,O055641,Wrong Item,29-03-2025
R03350,O055669,Late Delivery,14-05-2025
R03351,O055683,Size/Fit Issue,07-03-2026
R03352,O055741,Damaged,07-02-2025
R03353,O055743,Wrong Item,11-06-2025
R03354,O055744,Size/Fit Issue,22-01-2025
R03355,O055763,Size/Fit Issue,10-09-2025
R03356,O055778,Quality Issue,07-06-2025
R03357,O055801,Size/Fit Issue,12-05-2026
R03358,O055816,Changed Mind,06-10-2025
R03359,O055821,Size/Fit Issue,15-01-2026
R03360,O055830,Quality Issue,07-04-2025
R03361,O055839,Size/Fit Issue,10-12-2025
R03362,O055846,Changed Mind,29-03-2025
R03363,O055848,Quality Issue,02-11-2025
R03364,O055924,Size/Fit Issue,23-10-2025
R03365,O055927,Size/Fit Issue,28-07-2026
R03366,O055942,Damaged,02-02-2025
R03367,O055946,Damaged,19-02-2025
R03368,O055957,Quality Issue,08-08-2025
R03369,O055978,Changed Mind,05-04-2026
R03370,O056012,Changed Mind,04-06-2026
R03371,O056056,Size/Fit Issue,01-02-2025
R03372,O056060,Wrong Item,12-12-2025
R03373,O056084,Wrong Item,31-01-2025
R03374,O056086,Late Delivery,12-05-2026
R03375,O056100,Late Delivery,14-03-2025
R03376,O056105,Wrong Item,18-12-2025
R03377,O056108,Late Delivery,15-08-2025
R03378,O056114,Wrong Item,13-01-2025
R03379,O056144,Wrong Item,06-08-2025
R03380,O056160,Wrong Item,16-09-2025
R03381,O056193,Quality Issue,21-06-2025
R03382,O056194,Quality Issue,19-12-2025
R03383,O056233,Changed Mind,30-04-2026
R03384,O056244,Size/Fit Issue,04-12-2025
R03385,O056260,Size/Fit Issue,23-05-2025
R03386,O056272,Wrong Item,24-01-2026
R03387,O056278,Late Delivery,06-02-2026
R03388,O056297,Wrong Item,14-05-2025
R03389,O056309,Wrong Item,19-02-2025
R03390,O056311,Changed Mind,04-01-2026
R03391,O056313,Size/Fit Issue,17-05-2025
R03392,O056328,Damaged,06-06-2026
R03393,O056337,Late Delivery,19-07-2026
R03394,O056352,Damaged,16-05-2026
R03395,O056353,Quality Issue,11-07-2025
R03396,O056361,Damaged,31-07-2025
R03397,O056366,Damaged,24-01-2025
R03398,O056377,Size/Fit Issue,21-08-2025
R03399,O056391,Changed Mind,17-02-2025
R03400,O056422,Changed Mind,05-04-2025
R03401,O056426,Late Delivery,10-04-2026
R03402,O056457,Changed Mind,12-03-2025
R03403,O056484,Damaged,04-07-2026
R03404,O056489,Wrong Item,25-09-2025
R03405,O056490,Wrong Item,26-04-2026
R03406,O056508,Damaged,09-10-2025
R03407,O056527,Late Delivery,06-05-2025
R03408,O056573,Quality Issue,22-09-2025
R03409,O056578,Changed Mind,10-04-2026
R03410,O056585,Wrong Item,14-05-2026
R03411,O056590,Quality Issue,13-04-2025
R03412,O056592,Late Delivery,29-12-2025
R03413,O056595,Late Delivery,07-05-2026
R03414,O056608,Size/Fit Issue,02-05-2026
R03415,O056609,Quality Issue,01-02-2025
R03416,O056656,Size/Fit Issue,24-07-2026
R03417,O056657,Damaged,20-03-2026
R03418,O056681,Quality Issue,20-06-2025
R03419,O056692,Wrong Item,15-03-2025
R03420,O056695,Size/Fit Issue,26-09-2025
R03421,O056741,Wrong Item,04-08-2026
R03422,O056743,Size/Fit Issue,24-08-2025
R03423,O056753,Late Delivery,16-02-2026
R03424,O056767,Damaged,28-06-2025
R03425,O056786,Damaged,16-02-2026
R03426,O056793,Wrong Item,09-12-2025
R03427,O056799,Size/Fit Issue,30-06-2026
R03428,O056828,Wrong Item,04-05-2026
R03429,O056830,Quality Issue,06-02-2025
R03430,O056831,Changed Mind,09-01-2026
R03431,O056843,Damaged,12-01-2026
R03432,O056855,Quality Issue,19-03-2025
R03433,O056865,Changed Mind,19-01-2026
R03434,O056911,Wrong Item,25-06-2026
R03435,O056923,Damaged,14-12-2025
R03436,O056943,Quality Issue,08-09-2026
R03437,O056945,Wrong Item,29-07-2025
R03438,O056952,Wrong Item,18-12-2025
R03439,O056974,Late Delivery,11-02-2025
R03440,O056982,Damaged,08-08-2025
R03441,O056985,Size/Fit Issue,26-03-2026
R03442,O057009,Damaged,04-11-2025
R03443,O057031,Quality Issue,17-04-2026
R03444,O057059,Size/Fit Issue,25-03-2025
R03445,O057066,Late Delivery,16-10-2025
R03446,O057090,Size/Fit Issue,27-04-2026
R03447,O057100,Damaged,28-02-2025
R03448,O057117,Changed Mind,11-02-2026
R03449,O057131,Size/Fit Issue,03-03-2025
R03450,O057140,Late Delivery,03-04-2026
R03451,O057160,Quality Issue,06-12-2025
R03452,O057161,Quality Issue,05-06-2026
R03453,O057168,Size/Fit Issue,01-07-2026
R03454,O057178,Size/Fit Issue,24-08-2025
R03455,O057179,Size/Fit Issue,12-12-2025
R03456,O057186,Quality Issue,14-12-2025
R03457,O057191,Changed Mind,29-07-2026
R03458,O057198,Changed Mind,07-01-2026
R03459,O057236,Late Delivery,18-08-2026
R03460,O057238,Damaged,05-04-2025
R03461,O057251,Quality Issue,18-07-2026
R03462,O057260,Quality Issue,13-11-2025
R03463,O057264,Quality Issue,05-01-2026
R03464,O057270,Size/Fit Issue,25-08-2025
R03465,O057300,Quality Issue,19-04-2026
R03466,O057326,Quality Issue,02-08-2026
R03467,O057338,Wrong Item,06-03-2026
R03468,O057344,Wrong Item,08-04-2026
R03469,O057345,Damaged,29-04-2025
R03470,O057347,Damaged,25-01-2026
R03471,O057387,Changed Mind,11-03-2025
R03472,O057399,Late Delivery,24-05-2026
R03473,O057422,Late Delivery,01-04-2025
R03474,O057428,Quality Issue,07-05-2026
R03475,O057431,Damaged,20-10-2025
R03476,O057451,Late Delivery,06-08-2026
R03477,O057471,Quality Issue,09-06-2026
R03478,O057484,Quality Issue,29-03-2025
R03479,O057492,Quality Issue,06-09-2025
R03480,O057500,Size/Fit Issue,16-05-2026
R03481,O057526,Size/Fit Issue,06-12-2025
R03482,O057534,Changed Mind,03-01-2026
R03483,O057552,Changed Mind,12-07-2025
R03484,O057588,Quality Issue,26-01-2025
R03485,O057607,Damaged,06-03-2026
R03486,O057608,Quality Issue,02-04-2026
R03487,O057621,Quality Issue,24-03-2025
R03488,O057631,Wrong Item,26-07-2025
R03489,O057640,Late Delivery,16-05-2025
R03490,O057647,Damaged,25-05-2025
R03491,O057661,Size/Fit Issue,10-09-2025
R03492,O057680,Quality Issue,03-04-2026
R03493,O057690,Damaged,18-11-2025
R03494,O057694,Quality Issue,08-03-2026
R03495,O057696,Damaged,25-01-2025
R03496,O057715,Late Delivery,15-11-2025
R03497,O057723,Wrong Item,16-09-2025
R03498,O057728,Late Delivery,27-04-2026
R03499,O057747,Damaged,30-03-2025
R03500,O057753,Late Delivery,05-05-2026
R03501,O057766,Damaged,28-05-2025
R03502,O057801,Quality Issue,27-03-2026
R03503,O057816,Size/Fit Issue,19-05-2025
R03504,O057841,Damaged,19-07-2026
R03505,O057844,Late Delivery,05-03-2025
R03506,O057881,Size/Fit Issue,21-07-2026
R03507,O057888,Late Delivery,16-04-2026
R03508,O057911,Quality Issue,06-02-2026
R03509,O057913,Size/Fit Issue,20-08-2025
R03510,O057917,Quality Issue,16-06-2025
R03511,O057924,Wrong Item,16-09-2025
R03512,O057950,Size/Fit Issue,02-08-2026
R03513,O057957,Damaged,27-10-2025
R03514,O057964,Wrong Item,18-04-2026
R03515,O057968,Late Delivery,02-02-2026
R03516,O057971,Size/Fit Issue,06-04-2025
R03517,O058027,Size/Fit Issue,05-10-2025
R03518,O058051,Size/Fit Issue,28-06-2025
R03519,O058062,Size/Fit Issue,04-06-2025
R03520,O058064,Changed Mind,25-07-2026
R03521,O058088,Size/Fit Issue,10-03-2025
R03522,O058101,Quality Issue,24-10-2025
R03523,O058154,Size/Fit Issue,20-04-2026
R03524,O058176,Damaged,12-02-2026
R03525,O058177,Changed Mind,22-08-2026
R03526,O058201,Quality Issue,22-05-2026
R03527,O058224,Quality Issue,23-09-2025
R03528,O058236,Changed Mind,04-04-2026
R03529,O058256,Damaged,15-07-2025
R03530,O058277,Damaged,21-09-2025
R03531,O058278,Damaged,12-03-2026
R03532,O058308,Late Delivery,07-09-2025
R03533,O058329,Quality Issue,10-09-2025
R03534,O058354,Size/Fit Issue,23-04-2026
R03535,O058387,Size/Fit Issue,06-10-2025
R03536,O058395,Size/Fit Issue,23-07-2026
R03537,O058421,Changed Mind,30-06-2025
R03538,O058452,Late Delivery,01-01-2026
R03539,O058454,Wrong Item,11-12-2025
R03540,O058458,Size/Fit Issue,12-08-2025
R03541,O058472,Wrong Item,23-08-2026
R03542,O058476,Damaged,12-12-2025
R03543,O058487,Quality Issue,18-01-2025
R03544,O058490,Wrong Item,14-05-2026
R03545,O058526,Size/Fit Issue,25-01-2026
R03546,O058534,Quality Issue,29-03-2026
R03547,O058541,Size/Fit Issue,06-09-2025
R03548,O058545,Late Delivery,26-07-2025
R03549,O058559,Quality Issue,10-07-2026
R03550,O058582,Late Delivery,16-11-2025
R03551,O058615,Quality Issue,10-02-2026
R03552,O058620,Damaged,06-04-2025
R03553,O058631,Wrong Item,11-02-2026
R03554,O058644,Size/Fit Issue,16-01-2025
R03555,O058661,Damaged,29-01-2025
R03556,O058739,Changed Mind,14-06-2025
R03557,O058742,Quality Issue,22-03-2025
R03558,O058772,Damaged,14-04-2026
R03559,O058805,Size/Fit Issue,04-09-2026
R03560,O058809,Late Delivery,10-04-2025
R03561,O058847,Changed Mind,25-01-2026
R03562,O058855,Late Delivery,31-01-2026
R03563,O058872,Changed Mind,26-02-2026
R03564,O058875,Wrong Item,07-04-2026
R03565,O058885,Wrong Item,04-02-2026
R03566,O058889,Changed Mind,10-01-2026
R03567,O058923,Size/Fit Issue,23-10-2025
R03568,O058952,Size/Fit Issue,30-03-2026
R03569,O058955,Quality Issue,20-11-2025
R03570,O058967,Damaged,20-04-2025
R03571,O058991,Damaged,25-06-2026
R03572,O059015,Wrong Item,23-02-2026
R03573,O059053,Damaged,18-03-2025
R03574,O059080,Quality Issue,17-11-2025
R03575,O059086,Size/Fit Issue,20-02-2026
R03576,O059100,Late Delivery,10-07-2025
R03577,O059121,Quality Issue,05-07-2026
R03578,O059156,Size/Fit Issue,24-02-2026
R03579,O059203,Quality Issue,06-07-2026
R03580,O059212,Size/Fit Issue,23-02-2025
R03581,O059214,Size/Fit Issue,12-09-2025
R03582,O059217,Size/Fit Issue,24-09-2025
R03583,O059218,Wrong Item,20-03-2025
R03584,O059236,Size/Fit Issue,23-03-2026
R03585,O059266,Size/Fit Issue,21-01-2026
R03586,O059279,Late Delivery,07-08-2025
R03587,O059296,Size/Fit Issue,06-07-2025
R03588,O059306,Late Delivery,24-08-2026
R03589,O059310,Wrong Item,11-08-2026
R03590,O059357,Quality Issue,26-11-2025
R03591,O059361,Late Delivery,24-07-2026
R03592,O059372,Size/Fit Issue,13-04-2025
R03593,O059397,Size/Fit Issue,14-01-2026
R03594,O059409,Size/Fit Issue,23-10-2025
R03595,O059425,Late Delivery,21-08-2025
R03596,O059447,Size/Fit Issue,20-11-2025
R03597,O059448,Quality Issue,16-12-2025
R03598,O059449,Damaged,14-07-2025
R03599,O059457,Quality Issue,28-01-2026
R03600,O059460,Damaged,26-03-2026
R03601,O059483,Damaged,13-11-2025
R03602,O059494,Wrong Item,04-11-2025
R03603,O059539,Changed Mind,11-04-2025
R03604,O059541,Size/Fit Issue,11-10-2025
R03605,O059549,Wrong Item,06-01-2026
R03606,O059558,Quality Issue,16-08-2025
R03607,O059564,Wrong Item,03-09-2026
R03608,O059597,Changed Mind,29-08-2026
R03609,O059672,Size/Fit Issue,28-03-2025
R03610,O059690,Size/Fit Issue,15-05-2026
R03611,O059696,Damaged,09-03-2025
R03612,O059719,Size/Fit Issue,24-02-2025
R03613,O059720,Changed Mind,10-06-2026
R03614,O059725,Late Delivery,08-02-2026
R03615,O059740,Size/Fit Issue,24-03-2025
R03616,O059747,Wrong Item,02-11-2025
R03617,O059781,Quality Issue,16-01-2026
R03618,O059804,Quality Issue,18-07-2025
R03619,O059830,Late Delivery,08-07-2025
R03620,O059843,Size/Fit Issue,23-03-2025
R03621,O059856,Quality Issue,12-02-2026
R03622,O059870,Quality Issue,09-06-2025
R03623,O059901,Size/Fit Issue,02-03-2026
R03624,O059904,Damaged,28-07-2026
R03625,O059906,Changed Mind,11-06-2025
R03626,O059935,Wrong Item,14-07-2025
R03627,O059988,Late Delivery,18-07-2026
R03628,O060006,Late Delivery,09-08-2025
R03629,O060024,Size/Fit Issue,18-06-2025
R03630,O060036,Quality Issue,09-05-2026
R03631,O060045,Changed Mind,04-01-2026
R03632,O060064,Late Delivery,07-07-2025
R03633,O060067,Damaged,22-03-2025
R03634,O060069,Size/Fit Issue,30-05-2026
R03635,O060070,Size/Fit Issue,05-02-2026
R03636,O060082,Size/Fit Issue,24-12-2025
R03637,O060088,Changed Mind,21-02-2026
R03638,O060110,Quality Issue,16-03-2025
R03639,O060135,Wrong Item,08-06-2025
R03640,O060188,Size/Fit Issue,12-06-2025
R03641,O060200,Damaged,10-07-2025
R03642,O060217,Wrong Item,28-10-2025
R03643,O060230,Size/Fit Issue,10-04-2025
R03644,O060245,Late Delivery,13-07-2025
R03645,O060272,Damaged,29-05-2026
R03646,O060279,Damaged,22-03-2025
R03647,O060293,Late Delivery,03-07-2025
R03648,O060299,Wrong Item,14-05-2025
R03649,O060302,Quality Issue,25-01-2025
R03650,O060311,Quality Issue,18-05-2026
R03651,O060357,Changed Mind,23-08-2025
R03652,O060409,Wrong Item,04-07-2025
R03653,O060417,Changed Mind,10-02-2025
R03654,O060423,Wrong Item,27-01-2026
R03655,O060432,Size/Fit Issue,17-05-2026
R03656,O060465,Late Delivery,03-08-2025
R03657,O060490,Late Delivery,08-01-2026
R03658,O060512,Quality Issue,29-03-2025
R03659,O060514,Changed Mind,09-05-2026
R03660,O060518,Late Delivery,20-06-2025
R03661,O060554,Changed Mind,05-08-2026
R03662,O060574,Size/Fit Issue,13-09-2025
R03663,O060577,Wrong Item,01-03-2025
R03664,O060583,Wrong Item,05-06-2026
R03665,O060606,Quality Issue,04-04-2025
R03666,O060614,Wrong Item,04-05-2026
R03667,O060619,Size/Fit Issue,18-07-2026
R03668,O060628,Size/Fit Issue,20-02-2026
R03669,O060639,Size/Fit Issue,08-08-2025
R03670,O060670,Size/Fit Issue,26-02-2026
R03671,O060686,Wrong Item,12-06-2025
R03672,O060688,Wrong Item,20-01-2026
R03673,O060715,Late Delivery,11-03-2026
R03674,O060721,Quality Issue,23-11-2025
R03675,O060730,Size/Fit Issue,02-08-2026
R03676,O060747,Damaged,01-12-2025
R03677,O060763,Wrong Item,08-10-2025
R03678,O060808,Size/Fit Issue,23-06-2025
R03679,O060854,Quality Issue,20-04-2026
R03680,O060879,Late Delivery,12-06-2025
R03681,O060962,Damaged,21-08-2025
R03682,O060963,Wrong Item,13-08-2025
R03683,O060995,Damaged,14-01-2025
R03684,O061010,Wrong Item,14-12-2025
R03685,O061035,Quality Issue,11-03-2026
R03686,O061047,Size/Fit Issue,18-11-2025
R03687,O061078,Late Delivery,25-05-2026
R03688,O061087,Quality Issue,06-04-2026
R03689,O061091,Late Delivery,10-05-2026
R03690,O061143,Quality Issue,31-08-2025
R03691,O061194,Size/Fit Issue,06-05-2025
R03692,O061197,Changed Mind,20-05-2026
R03693,O061206,Quality Issue,20-06-2026
R03694,O061249,Damaged,12-01-2026
R03695,O061250,Late Delivery,16-06-2026
R03696,O061281,Damaged,31-10-2025
R03697,O061287,Size/Fit Issue,22-06-2026
R03698,O061292,Size/Fit Issue,20-03-2026
R03699,O061293,Changed Mind,28-06-2025
R03700,O061302,Changed Mind,31-12-2025
R03701,O061303,Damaged,26-08-2025
R03702,O061329,Damaged,25-08-2026
R03703,O061357,Damaged,21-11-2025
R03704,O061362,Changed Mind,21-02-2025
R03705,O061376,Quality Issue,06-05-2025
R03706,O061383,Changed Mind,17-02-2025
R03707,O061428,Late Delivery,15-03-2026
R03708,O061434,Size/Fit Issue,24-01-2026
R03709,O061450,Damaged,12-06-2025
R03710,O061486,Wrong Item,07-04-2026
R03711,O061515,Quality Issue,25-03-2026
R03712,O061530,Wrong Item,14-06-2026
R03713,O061537,Quality Issue,20-10-2025
R03714,O061552,Wrong Item,22-02-2025
R03715,O061569,Late Delivery,03-10-2025
R03716,O061575,Wrong Item,22-07-2026
R03717,O061577,Size/Fit Issue,30-01-2025
R03718,O061580,Changed Mind,20-02-2026
R03719,O061586,Damaged,14-06-2026
R03720,O061611,Damaged,09-11-2025
R03721,O061623,Size/Fit Issue,15-04-2025
R03722,O061634,Late Delivery,11-07-2025
R03723,O061639,Late Delivery,08-03-2026
R03724,O061665,Wrong Item,03-03-2026
R03725,O061677,Changed Mind,30-03-2026
R03726,O061681,Wrong Item,01-09-2025
R03727,O061693,Late Delivery,13-05-2025
R03728,O061707,Late Delivery,07-11-2025
R03729,O061718,Size/Fit Issue,03-01-2026
R03730,O061734,Changed Mind,25-05-2025
R03731,O061760,Quality Issue,22-07-2026
R03732,O061778,Damaged,29-11-2025
R03733,O061819,Damaged,09-04-2025
R03734,O061822,Late Delivery,28-02-2025
R03735,O061823,Damaged,28-03-2026
R03736,O061845,Size/Fit Issue,08-06-2026
R03737,O061848,Late Delivery,20-03-2026
R03738,O061879,Wrong Item,17-02-2026
R03739,O061886,Size/Fit Issue,16-12-2025
R03740,O061888,Wrong Item,09-01-2025
R03741,O061898,Late Delivery,17-06-2025
R03742,O061899,Size/Fit Issue,28-10-2025
R03743,O061925,Wrong Item,14-06-2026
R03744,O061949,Size/Fit Issue,15-11-2025
R03745,O061964,Damaged,05-06-2025
R03746,O062043,Size/Fit Issue,26-05-2025
R03747,O062044,Wrong Item,06-10-2025
R03748,O062103,Changed Mind,29-12-2025
R03749,O062123,Damaged,20-06-2025
R03750,O062177,Damaged,17-11-2025
R03751,O062200,Damaged,29-04-2026
R03752,O062214,Quality Issue,17-05-2026
R03753,O062219,Quality Issue,07-01-2025
R03754,O062232,Damaged,07-04-2025
R03755,O062240,Wrong Item,24-02-2026
R03756,O062246,Late Delivery,28-07-2025
R03757,O062274,Quality Issue,01-02-2026
R03758,O062288,Damaged,06-11-2025
R03759,O062301,Quality Issue,20-09-2025
R03760,O062330,Damaged,03-06-2026
R03761,O062348,Size/Fit Issue,22-06-2026
R03762,O062367,Quality Issue,15-10-2025
