order_id,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,,,
O051729,25-03-2026,25-03-2026,5,On Time,,,
O051730,20-10-2025,20-10-2025,5,On Time,,,
O051731,31-05-2025,04-06-2025,6,Late,,,
O051732,14-07-2025,14-07-2025,7,On Time,,,
O051733,02-03-2026,02-03-2026,3,On Time,,,
O051734,05-10-2025,09-10-2025,6,Late,,,
O051735,26-04-2026,26-04-2026,7,On Time,,,
O051736,03-03-2026,03-03-2026,1,On Time,,,
O051737,18-08-2026,18-08-2026,6,On Time,,,
O051738,02-08-2026,02-08-2026,2,On Time,,,
O051739,29-09-2025,29-09-2025,1,On Time,,,
O051740,19-06-2026,23-06-2026,5,Late,,,
O051741,09-04-2025,09-04-2025,3,On Time,,,
O051742,08-08-2025,08-08-2025,1,On Time,,,
O051743,28-07-2026,28-07-2026,4,Not Shipped,,,
O051744,03-05-2026,03-05-2026,7,On Time,,,
O051745,07-06-2025,07-06-2025,5,On Time,,,
O051746,25-07-2025,25-07-2025,7,On Time,,,
O051747,30-06-2025,30-06-2025,3,On Time,,,
O051748,02-03-2025,05-03-2025,8,Not Shipped,,,
O051749,08-07-2026,08-07-2026,3,On Time,,,
O051750,05-05-2025,05-05-2025,4,On Time,,,
O051751,02-12-2025,07-12-2025,13,Late,,,
O051752,23-10-2025,23-10-2025,3,On Time,,,
O051753,14-02-2025,14-02-2025,4,On Time,,,
O051754,19-03-2026,19-03-2026,5,On Time,,,
O051755,26-04-2026,26-04-2026,2,On Time,,,
O051756,27-02-2026,27-02-2026,2,On Time,,,
O051757,16-04-2026,16-04-2026,1,On Time,,,
O051758,02-02-2026,02-02-2026,1,On Time,,,
O051759,09-03-2026,10-03-2026,4,Late,,,
O051760,29-04-2026,29-04-2026,8,On Time,,,
O051761,17-06-2025,17-06-2025,3,On Time,,,
O051762,25-01-2026,30-01-2026,6,Late,,,
O051763,25-01-2025,25-01-2025,4,On Time,,,
O051764,09-03-2025,09-03-2025,3,On Time,,,
O051765,24-11-2025,24-11-2025,2,On Time,,,
O051766,26-05-2026,26-05-2026,1,On Time,,,
O051767,24-03-2025,24-03-2025,1,On Time,,,
O051768,18-11-2025,18-11-2025,2,Not Shipped,,,
O051769,04-05-2025,04-05-2025,5,On Time,,,
O051770,11-10-2025,11-10-2025,3,On Time,,,
O051771,02-09-2026,02-09-2026,8,On Time,,,
O051772,21-07-2025,21-07-2025,5,On Time,,,
O051773,29-04-2025,29-04-2025,7,On Time,,,
O051774,26-04-2026,29-04-2026,9,Late,,,
O051775,29-12-2025,29-12-2025,2,On Time,,,
O051776,21-04-2026,21-04-2026,5,On Time,,,
O051777,16-04-2025,16-04-2025,8,On Time,,,
O051778,01-04-2026,01-04-2026,3,On Time,,,
O051779,03-08-2026,03-08-2026,1,On Time,,,
O051780,28-04-2025,28-04-2025,4,On Time,,,
O051781,19-04-2026,19-04-2026,5,On Time,,,
O051782,01-06-2025,01-06-2025,3,On Time,,,
O051783,28-05-2026,28-05-2026,5,On Time,,,
O051784,19-01-2026,19-01-2026,6,On Time,,,
O051785,23-01-2026,27-01-2026,8,Late,,,
O051786,26-08-2025,28-08-2025,4,Late,,,
O051787,08-08-2026,08-08-2026,2,On Time,,,
O051788,13-01-2025,13-01-2025,5,On Time,,,
O051789,27-04-2026,27-04-2026,8,On Time,,,
O051790,08-02-2025,08-02-2025,1,Not Shipped,,,
O051791,29-05-2025,30-05-2025,9,Late,,,
O051792,31-07-2025,31-07-2025,8,On Time,,,
O051793,19-07-2026,19-07-2026,8,On Time,,,
O051794,07-06-2025,07-06-2025,2,On Time,,,
O051795,12-02-2026,12-02-2026,4,On Time,,,
O051796,17-03-2025,17-03-2025,6,On Time,,,
O051797,27-07-2026,27-07-2026,4,On Time,,,
O051798,31-08-2026,01-09-2026,4,Late,,,
O051799,08-03-2025,10-03-2025,6,Not Shipped,,,
O051800,19-02-2025,19-02-2025,7,On Time,,,
O051801,08-03-2025,08-03-2025,8,On Time,,,
O051802,01-12-2025,01-12-2025,2,On Time,,,
O051803,12-05-2025,12-05-2025,5,On Time,,,
O051804,10-09-2025,10-09-2025,6,On Time,,,
O051805,12-02-2026,12-02-2026,8,On Time,,,
O051806,05-07-2026,05-07-2026,2,On Time,,,
O051807,01-03-2026,01-03-2026,4,On Time,,,
O051808,13-06-2025,13-06-2025,8,On Time,,,
O051809,17-03-2025,17-03-2025,5,On Time,,,
O051810,01-05-2026,01-05-2026,7,On Time,,,
O051811,19-06-2026,19-06-2026,8,On Time,,,
O051812,09-04-2025,09-04-2025,5,On Time,,,
O051813,19-08-2025,19-08-2025,3,Not Shipped,,,
O051814,06-01-2025,06-01-2025,4,Not Shipped,,,
O051815,29-01-2025,29-01-2025,2,On Time,,,
O051816,21-04-2026,21-04-2026,3,On Time,,,
O051817,28-11-2025,29-11-2025,6,Late,,,
O051818,20-04-2025,20-04-2025,8,On Time,,,
O051819,18-08-2025,18-08-2025,6,On Time,,,
O051820,08-02-2025,08-02-2025,6,On Time,,,
O051821,22-07-2025,22-07-2025,6,On Time,,,
O051822,30-05-2026,30-05-2026,7,On Time,,,
O051823,20-03-2026,20-03-2026,7,On Time,,,
O051824,04-01-2025,04-01-2025,2,On Time,,,
O051825,16-07-2025,20-07-2025,11,Late,,,
O051826,09-11-2025,09-11-2025,1,On Time,,,
O051827,27-10-2025,27-10-2025,3,On Time,,,
O051828,06-05-2025,06-05-2025,2,On Time,,,
O051829,15-05-2026,15-05-2026,5,On Time,,,
O051830,25-09-2025,25-09-2025,1,On Time,,,
O051831,07-12-2025,07-12-2025,2,On Time,,,
O051832,23-06-2026,23-06-2026,7,On Time,,,
O051833,03-05-2026,03-05-2026,4,On Time,,,
O051834,28-02-2026,28-02-2026,2,On Time,,,
O051835,14-04-2026,14-04-2026,1,On Time,,,
O051836,17-05-2026,21-05-2026,7,Late,,,
O051837,22-01-2026,22-01-2026,6,On Time,,,
O051838,16-10-2025,16-10-2025,7,On Time,,,
O051839,15-02-2026,15-02-2026,8,On Time,,,
O051840,18-11-2025,18-11-2025,2,On Time,,,
O051841,17-08-2026,18-08-2026,6,Late,,,
O051842,23-01-2025,23-01-2025,8,Not Shipped,,,
O051843,25-08-2026,25-08-2026,3,On Time,,,
O051844,25-02-2025,25-02-2025,6,On Time,,,
O051845,22-06-2026,22-06-2026,1,On Time,,,
O051846,01-09-2026,01-09-2026,8,On Time,,,
O051847,30-08-2026,30-08-2026,6,On Time,,,
O051848,23-02-2026,26-02-2026,9,Late,,,
O051849,23-08-2025,23-08-2025,1,On Time,,,
O051850,30-01-2025,30-01-2025,1,Not Shipped,,,
O051851,02-05-2025,02-05-2025,4,On Time,,,
O051852,26-06-2025,26-06-2025,1,On Time,,,
O051853,02-07-2025,02-07-2025,5,On Time,,,
O051854,16-06-2026,16-06-2026,1,On Time,,,
O051855,27-02-2025,27-02-2025,7,On Time,,,
O051856,21-07-2025,21-07-2025,4,On Time,,,
O051857,24-09-2025,24-09-2025,8,On Time,,,
O051858,17-04-2025,22-04-2025,13,Late,,,
O051859,04-03-2025,04-03-2025,8,On Time,,,
O051860,19-03-2025,19-03-2025,7,On Time,,,
O051861,27-01-2026,27-01-2026,4,On Time,,,
O051862,12-06-2026,12-06-2026,6,Not Shipped,,,
O051863,02-05-2025,02-05-2025,2,On Time,,,
O051864,16-01-2025,16-01-2025,7,On Time,,,
O051865,29-08-2026,03-09-2026,10,Late,,,
O051866,02-05-2026,02-05-2026,1,On Time,,,
O051867,30-03-2026,30-03-2026,4,On Time,,,
O051868,23-07-2025,23-07-2025,2,On Time,,,
O051869,13-08-2025,13-08-2025,1,On Time,,,
O051870,12-08-2025,12-08-2025,7,On Time,,,
O051871,11-04-2026,11-04-2026,2,On Time,,,
O051872,16-12-2025,16-12-2025,5,On Time,,,
O051873,19-09-2025,19-09-2025,7,On Time,,,
O051874,15-06-2025,15-06-2025,7,Not Shipped,,,
O051875,20-04-2025,20-04-2025,7,On Time,,,
O051876,11-12-2025,11-12-2025,3,On Time,,,
O051877,19-04-2025,19-04-2025,5,Not Shipped,,,
O051878,07-08-2026,07-08-2026,1,On Time,,,
O051879,24-08-2025,24-08-2025,1,On Time,,,
O051880,16-08-2026,16-08-2026,1,On Time,,,
O051881,15-11-2025,15-11-2025,8,On Time,,,
O051882,13-07-2026,13-07-2026,2,Not Shipped,,,
O051883,09-07-2026,09-07-2026,7,On Time,,,
O051884,15-04-2026,15-04-2026,5,Not Shipped,,,
O051885,08-08-2025,08-08-2025,5,On Time,,,
O051886,05-02-2026,05-02-2026,5,On Time,,,
O051887,11-05-2026,11-05-2026,3,On Time,,,
O051888,06-04-2026,06-04-2026,4,On Time,,,
O051889,21-03-2025,22-03-2025,8,Late,,,
O051890,24-03-2026,25-03-2026,9,Late,,,
O051891,18-04-2026,18-04-2026,3,On Time,,,
O051892,09-02-2025,09-02-2025,6,On Time,,,
O051893,31-08-2025,31-08-2025,5,On Time,,,
O051894,06-04-2026,06-04-2026,1,On Time,,,
O051895,13-07-2025,14-07-2025,7,Late,,,
O051896,27-01-2026,27-01-2026,2,On Time,,,
O051897,19-11-2025,19-11-2025,3,Not Shipped,,,
O051898,13-12-2025,13-12-2025,4,On Time,,,
O051899,24-04-2026,24-04-2026,3,On Time,,,
O051900,11-03-2025,11-03-2025,1,On Time,,,
O051901,28-10-2025,30-10-2025,9,Late,,,
O051902,19-04-2025,19-04-2025,1,On Time,,,
O051903,20-09-2025,20-09-2025,4,On Time,,,
O051904,02-02-2026,02-02-2026,4,On Time,,,
O051905,03-05-2026,03-05-2026,5,On Time,,,
O051906,06-04-2025,06-04-2025,7,On Time,,,
O051907,24-04-2026,24-04-2026,5,On Time,,,
O051908,15-04-2025,15-04-2025,3,On Time,,,
O051909,04-01-2026,09-01-2026,12,Late,,,
O051910,10-05-2026,10-05-2026,3,On Time,,,
O051911,22-11-2025,22-11-2025,3,On Time,,,
O051912,07-12-2025,07-12-2025,3,On Time,,,
O051913,16-04-2025,16-04-2025,5,On Time,,,
O051914,19-04-2026,24-04-2026,12,Late,,,
O051915,23-11-2025,26-11-2025,7,Not Shipped,,,
O051916,16-07-2025,16-07-2025,3,On Time,,,
O051917,02-03-2025,02-03-2025,4,On Time,,,
O051918,26-07-2025,28-07-2025,6,Late,,,
O051919,02-07-2026,02-07-2026,1,On Time,,,
O051920,07-06-2026,07-06-2026,4,On Time,,,
O051921,21-08-2025,21-08-2025,3,On Time,,,
O051922,15-12-2025,15-12-2025,4,On Time,,,
O051923,28-10-2025,28-10-2025,8,On Time,,,
O051924,01-09-2026,05-09-2026,10,Late,,,
O051925,02-09-2025,02-09-2025,8,On Time,,,
O051926,20-05-2025,20-05-2025,5,Not Shipped,,,
O051927,21-03-2026,21-03-2026,3,On Time,,,
O051928,26-06-2026,26-06-2026,6,On Time,,,
O051929,29-09-2025,29-09-2025,2,On Time,,,
O051930,04-08-2025,04-08-2025,1,On Time,,,
O051931,24-05-2026,24-05-2026,7,Not Shipped,,,
O051932,16-08-2025,16-08-2025,7,On Time,,,
O051933,21-12-2025,21-12-2025,3,On Time,,,
O051934,30-08-2025,30-08-2025,6,On Time,,,
O051935,20-02-2025,20-02-2025,6,On Time,,,
O051936,07-03-2026,07-03-2026,7,On Time,,,
O051937,27-06-2025,02-07-2025,12,Late,,,
O051938,14-03-2025,14-03-2025,8,On Time,,,
O051939,07-07-2026,07-07-2026,3,On Time,,,
O051940,17-02-2025,17-02-2025,7,On Time,,,
O051941,28-03-2026,28-03-2026,3,On Time,,,
O051942,07-08-2026,07-08-2026,1,On Time,,,
O051943,25-12-2025,25-12-2025,3,On Time,,,
O051944,30-05-2026,30-05-2026,2,On Time,,,
O051945,11-02-2026,11-02-2026,1,On Time,,,
O051946,05-05-2026,05-05-2026,7,On Time,,,
O051947,04-02-2025,04-02-2025,3,On Time,,,
O051948,26-05-2026,26-05-2026,4,Not Shipped,,,
O051949,15-04-2026,15-04-2026,6,On Time,,,
O051950,08-02-2026,08-02-2026,4,On Time,,,
O051951,30-03-2026,30-03-2026,6,On Time,,,
O051952,04-03-2025,04-03-2025,2,On Time,,,
O051953,22-04-2025,22-04-2025,4,On Time,,,
O051954,20-11-2025,20-11-2025,2,On Time,,,
O051955,12-10-2025,16-10-2025,6,Late,,,
O051956,13-12-2025,13-12-2025,8,On Time,,,
O051957,14-01-2025,14-01-2025,7,Not Shipped,,,
O051958,07-05-2025,07-05-2025,7,On Time,,,
O051959,11-05-2025,11-05-2025,6,On Time,,,
O051960,18-07-2026,21-07-2026,8,Late,,,
O051961,28-07-2026,28-07-2026,1,On Time,,,
O051962,16-04-2026,16-04-2026,5,On Time,,,
O051963,22-11-2025,22-11-2025,4,On Time,,,
O051964,22-02-2026,22-02-2026,1,On Time,,,
O051965,22-11-2025,22-11-2025,4,On Time,,,
O051966,29-10-2025,29-10-2025,2,On Time,,,
O051967,29-12-2025,29-12-2025,1,On Time,,,
O051968,30-08-2026,01-09-2026,7,Late,,,
O051969,23-02-2025,23-02-2025,5,On Time,,,
O051970,06-05-2025,06-05-2025,7,On Time,,,
O051971,22-01-2026,22-01-2026,1,On Time,,,
O051972,06-12-2025,06-12-2025,6,On Time,,,
O051973,20-03-2025,20-03-2025,3,On Time,,,
O051974,08-06-2025,08-06-2025,2,On Time,,,
O051975,03-07-2026,03-07-2026,4,On Time,,,
O051976,18-01-2025,18-01-2025,3,On Time,,,
O051977,27-11-2025,27-11-2025,8,On Time,,,
O051978,11-01-2025,11-01-2025,3,On Time,,,
O051979,03-02-2025,03-02-2025,8,Not Shipped,,,
O051980,12-08-2026,12-08-2026,4,On Time,,,
O051981,23-12-2025,23-12-2025,3,On Time,,,
O051982,25-11-2025,25-11-2025,5,On Time,,,
O051983,18-03-2026,21-03-2026,11,Late,,,
O051984,27-04-2026,27-04-2026,6,On Time,,,
O051985,30-01-2026,01-02-2026,5,Not Shipped,,,
O051986,02-05-2026,02-05-2026,5,On Time,,,
O051987,14-08-2026,14-08-2026,1,On Time,,,
O051988,09-02-2025,09-02-2025,7,Not Shipped,,,
O051989,08-12-2025,08-12-2025,5,On Time,,,
O051990,10-05-2026,10-05-2026,3,On Time,,,
O051991,27-01-2025,29-01-2025,5,Late,,,
O051992,21-10-2025,21-10-2025,3,On Time,,,
O051993,04-05-2026,04-05-2026,8,On Time,,,
O051994,19-09-2025,19-09-2025,8,On Time,,,
O051995,22-03-2025,22-03-2025,8,On Time,,,
O051996,23-06-2026,23-06-2026,5,On Time,,,
O051997,27-07-2025,27-07-2025,7,On Time,,,
O051998,21-06-2026,21-06-2026,3,On Time,,,
O051999,05-07-2026,06-07-2026,7,Late,,,
O052000,22-04-2026,22-04-2026,8,On Time,,,
O052001,28-06-2025,28-06-2025,6,On Time,,,
O052002,21-10-2025,22-10-2025,3,Late,,,
O052003,13-11-2025,17-11-2025,6,Late,,,
O052004,19-08-2025,19-08-2025,2,On Time,,,
O052005,11-09-2025,11-09-2025,7,On Time,,,
O052006,01-04-2025,01-04-2025,4,On Time,,,
O052007,12-08-2026,15-08-2026,11,Late,,,
O052008,19-08-2026,24-08-2026,10,Late,,,
O052009,22-10-2025,22-10-2025,4,On Time,,,
O052010,08-01-2025,08-01-2025,7,On Time,,,
O052011,27-04-2026,27-04-2026,6,On Time,,,
O052012,05-05-2026,05-05-2026,3,On Time,,,
O052013,01-05-2025,01-05-2025,7,On Time,,,
O052014,21-07-2025,21-07-2025,2,On Time,,,
O052015,19-03-2025,19-03-2025,7,On Time,,,
O052016,11-03-2025,11-03-2025,2,On Time,,,
O052017,18-01-2025,18-01-2025,4,On Time,,,
O052018,01-02-2025,01-02-2025,5,On Time,,,
O052019,08-12-2025,09-12-2025,6,Late,,,
O052020,31-03-2025,31-03-2025,6,On Time,,,
O052021,03-03-2025,06-03-2025,9,Late,,,
O052022,01-03-2025,01-03-2025,1,On Time,,,
O052023,13-04-2026,13-04-2026,8,On Time,,,
O052024,01-02-2026,01-02-2026,7,On Time,,,
O052025,07-01-2025,11-01-2025,7,Late,,,
O052026,27-04-2026,27-04-2026,5,On Time,,,
O052027,12-01-2026,12-01-2026,4,On Time,,,
O052028,10-02-2025,10-02-2025,2,On Time,,,
O052029,22-07-2026,22-07-2026,4,On Time,,,
O052030,09-09-2025,09-09-2025,4,Not Shipped,,,
O052031,09-07-2026,09-07-2026,8,On Time,,,
O052032,20-03-2025,25-03-2025,12,Not Shipped,,,
O052033,27-06-2026,27-06-2026,5,On Time,,,
O052034,04-06-2025,09-06-2025,7,Late,,,
O052035,04-06-2025,04-06-2025,7,On Time,,,
O052036,15-01-2026,15-01-2026,4,On Time,,,
O052037,26-02-2025,26-02-2025,2,On Time,,,
O052038,04-05-2026,04-05-2026,5,On Time,,,
O052039,08-01-2025,08-01-2025,3,Not Shipped,,,
O052040,20-03-2025,23-03-2025,8,Late,,,
O052041,27-04-2025,27-04-2025,5,On Time,,,
O052042,07-04-2025,07-04-2025,4,On Time,,,
O052043,01-10-2025,01-10-2025,2,On Time,,,
O052044,10-01-2025,10-01-2025,2,On Time,,,
O052045,16-03-2026,17-03-2026,7,Late,,,
O052046,03-07-2025,03-07-2025,3,On Time,,,
O052047,06-10-2025,09-10-2025,5,Late,,,
O052048,14-06-2026,14-06-2026,4,On Time,,,
O052049,13-08-2025,13-08-2025,5,On Time,,,
O052050,14-09-2025,14-09-2025,1,Not Shipped,,,
O052051,02-06-2026,02-06-2026,7,On Time,,,
O052052,19-04-2026,19-04-2026,7,On Time,,,
O052053,25-09-2025,25-09-2025,3,On Time,,,
O052054,16-06-2025,16-06-2025,5,On Time,,,
O052055,20-07-2025,20-07-2025,2,On Time,,,
O052056,15-03-2025,15-03-2025,1,On Time,,,
O052057,02-02-2025,02-02-2025,2,On Time,,,
O052058,08-06-2025,08-06-2025,6,On Time,,,
O052059,26-06-2026,26-06-2026,6,On Time,,,
O052060,05-01-2025,05-01-2025,1,Not Shipped,,,
O052061,05-06-2025,05-06-2025,4,On Time,,,
O052062,22-07-2026,22-07-2026,4,On Time,,,
O052063,27-01-2026,27-01-2026,1,On Time,,,
O052064,11-05-2026,11-05-2026,8,On Time,,,
O052065,31-05-2025,31-05-2025,5,On Time,,,
O052066,19-06-2025,19-06-2025,5,On Time,,,
O052067,15-01-2026,15-01-2026,6,On Time,,,
O052068,13-08-2026,13-08-2026,2,On Time,,,
O052069,17-04-2025,17-04-2025,3,On Time,,,
O052070,14-08-2026,14-08-2026,7,On Time,,,
O052071,12-05-2025,12-05-2025,5,On Time,,,
O052072,24-09-2025,24-09-2025,8,On Time,,,
O052073,31-01-2026,05-02-2026,12,Late,,,
O052074,21-04-2025,21-04-2025,3,On Time,,,
O052075,31-05-2026,03-06-2026,11,Late,,,
O052076,12-08-2026,12-08-2026,7,On Time,,,
O052077,25-05-2026,25-05-2026,3,On Time,,,
O052078,02-03-2026,02-03-2026,3,On Time,,,
O052079,09-07-2025,12-07-2025,9,Late,,,
O052080,08-04-2025,08-04-2025,7,On Time,,,
O052081,09-07-2026,09-07-2026,4,On Time,,,
O052082,27-06-2026,27-06-2026,6,On Time,,,
O052083,28-05-2026,28-05-2026,8,On Time,,,
O052084,24-10-2025,24-10-2025,6,On Time,,,
O052085,14-01-2026,14-01-2026,4,On Time,,,
O052086,15-08-2025,15-08-2025,8,On Time,,,
O052087,06-05-2025,06-05-2025,4,Not Shipped,,,
O052088,08-05-2025,08-05-2025,1,Not Shipped,,,
O052089,05-10-2025,05-10-2025,7,On Time,,,
O052090,09-07-2025,09-07-2025,8,On Time,,,
O052091,25-10-2025,25-10-2025,6,On Time,,,
O052092,17-06-2025,17-06-2025,5,On Time,,,
O052093,29-08-2025,29-08-2025,4,On Time,,,
O052094,08-09-2025,08-09-2025,3,On Time,,,
O052095,25-05-2026,29-05-2026,8,Late,,,
O052096,30-08-2026,30-08-2026,8,On Time,,,
O052097,26-05-2026,26-05-2026,1,On Time,,,
O052098,20-03-2025,20-03-2025,3,On Time,,,
O052099,28-03-2025,28-03-2025,1,On Time,,,
O052100,02-08-2026,02-08-2026,2,Not Shipped,,,
O052101,21-05-2025,21-05-2025,2,On Time,,,
O052102,01-04-2025,01-04-2025,2,Not Shipped,,,
O052103,18-04-2026,18-04-2026,7,On Time,,,
O052104,31-10-2025,31-10-2025,5,On Time,,,
O052105,19-03-2025,19-03-2025,6,On Time,,,
O052106,05-01-2025,05-01-2025,2,On Time,,,
O052107,04-09-2025,04-09-2025,5,On Time,,,
O052108,13-03-2025,13-03-2025,6,On Time,,,
O052109,24-01-2025,24-01-2025,6,On Time,,,
O052110,15-01-2025,15-01-2025,7,On Time,,,
O052111,13-02-2025,18-02-2025,10,Late,,,
O052112,22-02-2025,22-02-2025,1,On Time,,,
O052113,15-10-2025,15-10-2025,1,On Time,,,
O052114,08-05-2026,12-05-2026,8,Late,,,
O052115,20-04-2026,20-04-2026,8,On Time,,,
O052116,23-07-2025,23-07-2025,6,On Time,,,
O052117,08-07-2025,09-07-2025,2,Late,,,
O052118,27-05-2025,27-05-2025,3,On Time,,,
O052119,24-07-2025,27-07-2025,9,Late,,,
O052120,04-10-2025,06-10-2025,3,Late,,,
O052121,16-10-2025,16-10-2025,8,On Time,,,
O052122,09-09-2025,13-09-2025,11,Late,,,
O052123,14-03-2026,14-03-2026,2,On Time,,,
O052124,29-05-2025,29-05-2025,7,On Time,,,
O052125,31-01-2026,31-01-2026,1,On Time,,,
O052126,19-09-2025,19-09-2025,4,On Time,,,
O052127,27-04-2025,27-04-2025,7,On Time,,,
O052128,02-06-2026,02-06-2026,8,On Time,,,
O052129,06-06-2025,06-06-2025,6,Not Shipped,,,
O052130,19-08-2025,19-08-2025,1,On Time,,,
O052131,13-09-2025,13-09-2025,6,On Time,,,
O052132,10-02-2025,10-02-2025,8,On Time,,,
O052133,18-06-2026,22-06-2026,6,Late,,,
O052134,21-12-2025,21-12-2025,5,On Time,,,
O052135,25-09-2025,25-09-2025,6,On Time,,,
O052136,09-07-2026,09-07-2026,8,On Time,,,
O052137,03-02-2025,03-02-2025,4,On Time,,,
O052138,21-08-2025,22-08-2025,6,Late,,,
O052139,16-01-2025,16-01-2025,6,On Time,,,
O052140,17-02-2025,19-02-2025,9,Late,,,
O052141,02-10-2025,07-10-2025,7,Late,,,
O052142,03-04-2026,03-04-2026,2,On Time,,,
O052143,02-09-2026,02-09-2026,4,On Time,,,
O052144,23-01-2025,23-01-2025,4,On Time,,,
O052145,04-11-2025,04-11-2025,2,On Time,,,
O052146,19-10-2025,23-10-2025,6,Late,,,
O052147,10-02-2026,12-02-2026,6,Not Shipped,,,
O052148,22-07-2025,22-07-2025,6,On Time,,,
O052149,09-06-2026,09-06-2026,4,On Time,,,
O052150,04-12-2025,04-12-2025,2,On Time,,,
O052151,10-06-2025,10-06-2025,6,On Time,,,
O052152,16-01-2026,19-01-2026,11,Late,,,
O052153,08-01-2025,08-01-2025,1,On Time,,,
O052154,26-07-2025,26-07-2025,6,On Time,,,
O052155,31-07-2025,31-07-2025,6,On Time,,,
O052156,13-06-2026,13-06-2026,7,On Time,,,
O052157,05-03-2025,05-03-2025,3,On Time,,,
O052158,24-07-2026,24-07-2026,2,On Time,,,
O052159,24-06-2025,24-06-2025,1,On Time,,,
O052160,13-03-2026,13-03-2026,8,On Time,,,
O052161,28-07-2025,28-07-2025,1,On Time,,,
O052162,24-07-2026,24-07-2026,5,Not Shipped,,,
O052163,16-02-2025,16-02-2025,8,On Time,,,
O052164,25-12-2025,25-12-2025,5,On Time,,,
O052165,10-07-2025,10-07-2025,5,Not Shipped,,,
O052166,26-10-2025,26-10-2025,2,On Time,,,
O052167,28-03-2026,28-03-2026,2,On Time,,,
O052168,31-08-2025,31-08-2025,2,On Time,,,
O052169,16-02-2026,18-02-2026,10,Late,,,
O052170,29-01-2026,02-02-2026,11,Late,,,
O052171,27-05-2025,27-05-2025,3,Not Shipped,,,
O052172,22-12-2025,22-12-2025,7,On Time,,,
O052173,03-02-2025,03-02-2025,6,On Time,,,
O052174,09-01-2026,09-01-2026,4,On Time,,,
O052175,02-09-2025,04-09-2025,4,Late,,,
O052176,19-11-2025,19-11-2025,1,On Time,,,
O052177,14-12-2025,14-12-2025,4,On Time,,,
O052178,24-01-2025,24-01-2025,2,On Time,,,
O052179,01-12-2025,01-12-2025,5,On Time,,,
O052180,26-06-2025,26-06-2025,2,On Time,,,
O052181,21-07-2026,21-07-2026,4,Not Shipped,,,
O052182,16-01-2026,18-01-2026,3,Late,,,
O052183,05-11-2025,07-11-2025,4,Late,,,
O052184,12-09-2025,12-09-2025,8,On Time,,,
O052185,22-04-2025,22-04-2025,2,On Time,,,
O052186,05-01-2026,08-01-2026,7,Late,,,
O052187,11-02-2026,11-02-2026,1,On Time,,,
O052188,17-04-2026,17-04-2026,6,On Time,,,
O052189,21-07-2026,21-07-2026,7,On Time,,,
O052190,24-07-2025,24-07-2025,3,On Time,,,
O052191,03-01-2026,03-01-2026,5,On Time,,,
O052192,15-12-2025,15-12-2025,4,On Time,,,
O052193,04-06-2026,04-06-2026,4,On Time,,,
O052194,25-08-2026,25-08-2026,5,Not Shipped,,,
O052195,04-04-2025,06-04-2025,8,Late,,,
O052196,15-02-2026,15-02-2026,7,On Time,,,
O052197,28-11-2025,29-11-2025,8,Late,,,
O052198,07-07-2026,07-07-2026,7,On Time,,,
O052199,02-05-2025,03-05-2025,2,Late,,,
O052200,24-03-2026,27-03-2026,7,Late,,,
O052201,05-07-2025,05-07-2025,1,On Time,,,
O052202,03-08-2026,03-08-2026,5,On Time,,,
O052203,15-05-2026,15-05-2026,3,Not Shipped,,,
O052204,22-01-2026,22-01-2026,4,On Time,,,
O052205,20-02-2026,20-02-2026,6,On Time,,,
O052206,01-09-2026,01-09-2026,2,On Time,,,
O052207,28-05-2026,28-05-2026,6,On Time,,,
O052208,11-01-2025,11-01-2025,7,On Time,,,
O052209,22-02-2025,22-02-2025,7,On Time,,,
O052210,27-08-2026,27-08-2026,6,On Time,,,
O052211,23-03-2026,23-03-2026,4,On Time,,,
O052212,23-08-2026,23-08-2026,1,On Time,,,
O052213,15-01-2026,16-01-2026,5,Late,,,
O052214,29-03-2025,29-03-2025,6,On Time,,,
O052215,01-11-2025,01-11-2025,8,On Time,,,
O052216,20-07-2026,20-07-2026,5,Not Shipped,,,
O052217,30-11-2025,30-11-2025,2,On Time,,,
O052218,17-04-2025,17-04-2025,5,On Time,,,
O052219,18-03-2026,18-03-2026,5,On Time,,,
O052220,16-08-2026,16-08-2026,4,On Time,,,
O052221,07-03-2026,07-03-2026,8,On Time,,,
O052222,02-10-2025,02-10-2025,1,On Time,,,
O052223,18-05-2025,20-05-2025,9,Late,,,
O052224,03-01-2026,07-01-2026,5,Late,,,
O052225,01-08-2026,05-08-2026,9,Late,,,
O052226,16-08-2025,16-08-2025,6,On Time,,,
O052227,14-02-2026,14-02-2026,2,On Time,,,
O052228,28-07-2026,28-07-2026,1,On Time,,,
O052229,12-06-2026,12-06-2026,3,On Time,,,
O052230,01-01-2026,01-01-2026,4,On Time,,,
O052231,29-08-2025,29-08-2025,3,On Time,,,
O052232,01-08-2026,01-08-2026,8,On Time,,,
O052233,09-05-2026,14-05-2026,7,Late,,,
O052234,04-05-2025,09-05-2025,7,Late,,,
O052235,11-07-2025,14-07-2025,8,Late,,,
O052236,12-10-2025,12-10-2025,3,On Time,,,
O052237,29-03-2025,29-03-2025,3,Not Shipped,,,
O052238,24-02-2026,24-02-2026,4,On Time,,,
O052239,18-05-2025,18-05-2025,4,On Time,,,
O052240,14-06-2025,14-06-2025,7,On Time,,,
O052241,30-04-2026,30-04-2026,1,On Time,,,
O052242,17-03-2026,17-03-2026,5,On Time,,,
O052243,03-02-2025,03-02-2025,7,On Time,,,
